Customer_ID,Age,Gender,Location,Subscription_Type,Monthly_Charges,Tenure_Months,Payment_Method,Support_Calls,Total_Usage_GB,Churn
2442,19,Female,Urban,Standard,70.57,50,Debit Card,4,72.28,Yes
2443,41,Female,Suburban,Basic,57.77,8,Credit Card,0,419.31,Yes
2444,25,Female,Urban,Premium,44.69,30,Credit Card,8,480.41,Yes
2445,28,Male,Rural,Basic,23.42,40,PayPal,5,68.76,Yes
2446,30,Male,Rural,Standard,11.99,33,Credit Card,1,188.65,Yes
2447,34,Female,Suburban,Standard,29.7,52,PayPal,9,468.7,Yes
2448,25,Male,Suburban,Basic,19.67,33,PayPal,9,235.88,No
2449,38,Male,Urban,Standard,80.69,37,Debit Card,1,268.17,No
2450,35,Female,Rural,Premium,20.12,70,Debit Card,9,374.01,Yes
2451,47,Female,Rural,Basic,75.18,69,Debit Card,0,106.06,Yes
2452,35,Female,Rural,Premium,44.71,4,Debit Card,3,489.6,No
2453,63,Male,Suburban,Standard,16.6,60,Crypto,9,390.66,Yes
2454,64,Male,Urban,Premium,83.15,31,Credit Card,1,81.53,No
2455,48,Female,Rural,Basic,62.17,14,Credit Card,9,56.42,No
2456,55,Female,Urban,Standard,31.22,60,Credit Card,8,467.54,Yes
2457,49,Female,Suburban,Premium,90.52,68,Debit Card,1,342.83,No
2458,28,Female,Urban,Standard,14.07,26,Credit Card,8,20.25,No
2459,62,Female,Rural,Standard,28.16,24,PayPal,0,71.85,Yes
2460,42,Female,Urban,Basic,77.68,56,Credit Card,6,24.87,Yes
2461,50,Male,Urban,Basic,73.84,9,PayPal,5,487.07,Yes
2462,77,Female,Suburban,Standard,36.03,35,Credit Card,5,249.43,Yes
2463,55,Female,Suburban,Standard,15.58,24,Credit Card,1,231.61,No
2464,58,Female,Suburban,Standard,87.23,31,Credit Card,0,477.93,Yes
2465,25,Female,Urban,Basic,38.23,66,Credit Card,9,252.81,Yes
2466,28,Female,Urban,Standard,27.61,66,Credit Card,7,259.36,No
2467,39,Male,Suburban,Basic,56.45,41,PayPal,7,492.06,No
2468,68,Female,Rural,Standard,91.92,36,Credit Card,1,56.6,No
2469,41,Male,Rural,Premium,13.92,34,Debit Card,3,492.89,Yes
2470,58,Female,Urban,Standard,78.92,39,Credit Card,3,83.67,No
2471,34,Male,Rural,Basic,61.52,23,Credit Card,1,236.98,Yes
2472,29,Male,Urban,Premium,48.29,44,Debit Card,8,169.47,No
2473,74,Male,Suburban,Standard,76.97,70,Credit Card,3,477.76,No
2474,63,Female,Urban,Standard,96.92,58,PayPal,3,243.27,Yes
2475,49,Male,Urban,Basic,30.63,59,Debit Card,3,12.48,Yes
2476,32,Male,Suburban,Standard,22.93,26,Credit Card,4,111.62,Yes
2477,33,Female,Suburban,Basic,92.16,22,Debit Card,9,215.98,Yes
2478,71,Male,Urban,Standard,70.21,40,Credit Card,7,338.52,No
2479,39,Female,Urban,Basic,49.42,11,Debit Card,3,281.39,No
2480,45,Female,Urban,Basic,61.59,9,PayPal,2,425.1,Yes
2481,37,Female,Suburban,Basic,77.11,12,PayPal,0,414.39,Yes
2482,50,Male,Urban,Basic,79.57,26,Credit Card,1,295.66,No
2483,27,Female,Urban,Basic,92.79,38,Credit Card,3,286.09,Yes
2484,57,Male,Suburban,Standard,48.42,3,Debit Card,8,139.8,Yes
2485,49,Male,Suburban,Basic,36.41,15,Crypto,0,479.0,No
2486,67,Male,Suburban,Standard,67.57,47,PayPal,5,39.35,Yes
2487,77,Female,Suburban,Basic,47.42,5,Credit Card,5,199.12,Yes
2488,50,Male,Rural,Premium,63.51,54,Debit Card,9,330.76,Yes
2489,19,Female,Rural,Premium,47.8,24,PayPal,2,472.89,No
2490,50,Female,Rural,Basic,23.77,11,Credit Card,9,251.26,Yes
2491,50,Female,Suburban,Standard,52.25,33,PayPal,8,448.06,Yes
2492,58,Male,Urban,Basic,72.18,57,Credit Card,9,53.3,Yes
2493,30,Female,Rural,Premium,81.94,52,Credit Card,2,266.26,No
2494,47,Female,Urban,Standard,54.4,64,Credit Card,0,158.71,No
2495,50,Female,Urban,Basic,24.87,43,Debit Card,1,398.05,Yes
2496,30,Male,Urban,Basic,47.32,44,PayPal,3,223.05,Yes
2497,69,Female,Urban,Basic,80.77,36,Debit Card,3,238.15,Yes
2498,43,Male,Rural,Basic,47.16,12,Credit Card,1,33.33,Yes
2499,39,Male,Suburban,Standard,72.69,56,Credit Card,9,219.57,Yes
2500,56,Male,Suburban,Standard,55.65,3,Debit Card,5,41.33,No
2501,19,Female,Suburban,Basic,31.71,50,Debit Card,5,150.48,No
2502,55,Male,Urban,Basic,81.65,29,Debit Card,2,64.31,No
2503,56,Male,Urban,Basic,17.58,16,Credit Card,0,167.91,No
2504,43,Female,Suburban,Basic,57.24,40,Debit Card,9,114.47,Yes
2505,63,Female,Suburban,Premium,28.8,27,PayPal,8,143.3,Yes
2506,75,Male,Urban,Basic,16.04,70,Debit Card,3,75.04,No
2507,67,Female,Suburban,Standard,55.26,42,Debit Card,8,220.36,Yes
2508,32,Male,Urban,Basic,54.96,57,PayPal,4,249.29,Yes
2509,51,Male,Urban,Basic,73.62,10,Debit Card,6,418.49,Yes
2510,59,Male,Urban,Standard,77.03,38,Debit Card,2,269.87,No
2511,72,Female,Urban,Standard,75.5,8,Debit Card,2,115.15,No
2512,61,Male,Rural,Standard,46.86,18,Credit Card,7,368.21,Yes
2513,66,Male,Rural,Standard,66.85,17,Debit Card,0,149.33,Yes
2514,57,Male,Urban,Standard,61.93,58,PayPal,7,378.44,Yes
2515,28,Female,Suburban,Basic,47.94,66,Credit Card,7,194.19,Yes
2516,78,Male,Suburban,Standard,63.75,44,PayPal,2,257.32,No
2517,20,Male,Urban,Standard,95.25,9,Debit Card,0,252.37,Yes
2518,76,Male,Urban,Basic,27.36,48,Credit Card,8,477.86,No
2519,23,Male,Rural,Standard,91.52,39,Debit Card,3,77.68,Yes
2520,26,Female,Suburban,Basic,14.81,6,Credit Card,6,469.34,Yes
2521,23,Female,Rural,Basic,37.76,30,PayPal,8,281.43,No
2522,26,Male,Urban,Standard,35.93,18,Credit Card,2,496.85,Yes
2523,56,Male,Suburban,Premium,66.37,43,PayPal,4,287.0,Yes
2524,48,Male,Urban,Premium,21.81,33,Debit Card,9,328.53,Yes
2525,49,Male,Urban,Basic,89.41,53,Debit Card,2,375.04,No
2526,58,Male,Suburban,Standard,84.57,56,Crypto,4,411.07,Yes
2527,67,Female,Urban,Standard,68.69,19,Credit Card,1,239.3,Yes
2528,29,Female,Urban,Basic,51.26,69,Debit Card,3,339.62,No
2529,25,Female,Urban,Standard,93.97,26,Credit Card,1,307.83,Yes
2530,25,Female,Urban,Standard,84.77,29,PayPal,2,204.14,No
2531,67,Female,Suburban,Premium,54.94,24,Debit Card,4,410.58,Yes
2532,45,Female,Urban,Basic,73.17,6,PayPal,8,97.03,Yes
2533,79,Male,Urban,Basic,61.02,54,PayPal,2,84.4,Yes
2534,37,Female,Urban,Premium,62.91,39,Credit Card,9,368.48,Yes
2535,79,Male,Urban,Standard,39.79,4,Credit Card,5,319.11,Yes
2536,64,Female,Suburban,Premium,51.59,58,Debit Card,3,159.51,Yes
2537,76,Female,Urban,Basic,17.03,48,Debit Card,3,317.93,No
2538,24,Male,Suburban,Standard,42.16,60,Credit Card,9,385.55,Yes
2539,28,Male,Urban,Standard,72.62,26,Credit Card,9,109.27,Yes
2540,37,Female,Urban,Basic,95.79,40,Debit Card,4,291.12,No
2541,33,Male,Rural,Standard,96.68,56,Credit Card,6,412.51,Yes
2542,21,Female,Suburban,Standard,60.02,39,PayPal,3,206.21,No
2543,23,Female,Urban,Basic,64.6,39,PayPal,7,286.3,No
2544,75,Female,Rural,Basic,26.71,48,Debit Card,8,40.19,Yes
2545,39,Female,Urban,Standard,72.58,25,Credit Card,8,415.4,No
2546,43,Male,Rural,Standard,16.36,34,Credit Card,8,398.27,No
2547,20,Male,Suburban,Premium,35.62,21,Debit Card,1,228.67,Yes
2548,58,Female,Suburban,Basic,70.15,25,Crypto,2,60.5,Yes
2549,77,Female,Rural,Basic,37.93,22,Credit Card,4,330.54,No
2550,59,Female,Urban,Premium,14.49,23,Credit Card,0,286.92,Yes
2551,31,Male,Suburban,Premium,84.87,25,Credit Card,3,459.82,No
2552,28,Male,Urban,Basic,37.93,26,Debit Card,4,140.62,Yes
2553,35,Female,Urban,Standard,15.68,30,Debit Card,8,17.13,No
2554,71,Male,Urban,Basic,16.73,38,Credit Card,7,128.12,Yes
2555,29,Female,Urban,Basic,32.66,34,Credit Card,0,214.53,Yes
2556,40,Male,Suburban,Basic,26.02,15,Debit Card,2,78.57,Yes
2557,29,Female,Suburban,Basic,79.69,44,Credit Card,2,489.89,No
2558,30,Female,Suburban,Premium,38.95,10,Debit Card,5,111.97,No
2559,42,Female,Urban,Standard,82.42,37,PayPal,3,339.25,No
2560,62,Male,Urban,Premium,25.65,7,Debit Card,3,227.6,Yes
2561,68,Female,Rural,Standard,54.36,32,Debit Card,0,278.02,Yes
2562,75,Female,Urban,Standard,71.92,11,PayPal,9,466.41,Yes
2563,36,Male,Suburban,Standard,68.68,48,PayPal,3,266.25,Yes
2564,72,Female,Suburban,Premium,64.1,68,Credit Card,0,153.31,No
2565,63,Female,Suburban,Standard,93.23,48,Credit Card,4,111.19,Yes
2566,53,Female,Suburban,Standard,30.57,45,PayPal,2,446.1,Yes
2567,62,Female,Rural,Premium,54.43,33,Credit Card,9,493.38,No
2568,25,Male,Urban,Basic,89.56,4,PayPal,4,126.66,Yes
2569,46,Male,Rural,Standard,17.01,47,Credit Card,2,361.24,No
2570,72,Male,Urban,Premium,15.03,53,PayPal,4,253.37,Yes
2571,70,Female,Urban,Premium,31.0,31,Debit Card,3,349.59,No
2572,72,Female,Urban,Basic,66.97,31,Debit Card,8,482.14,No
2573,49,Female,Suburban,Standard,33.39,27,Credit Card,5,138.77,No
2574,68,Male,Urban,Standard,27.12,48,Crypto,9,370.23,Yes
2575,61,Male,Urban,Basic,51.29,36,Credit Card,1,219.54,No
2576,35,Female,Urban,Standard,65.22,49,Credit Card,0,326.61,No
2577,23,Male,Rural,Basic,32.37,31,Credit Card,0,203.92,Yes
2578,35,Male,Rural,Basic,37.06,44,PayPal,0,354.46,Yes
2579,36,Female,Suburban,Standard,65.22,59,Credit Card,8,169.41,No
2580,39,Male,Suburban,Standard,95.12,23,Debit Card,4,244.69,Yes
2581,54,Male,Urban,Standard,70.73,68,Debit Card,3,354.69,No
2582,49,Male,Urban,Standard,80.46,42,PayPal,9,22.31,Yes
2583,73,Male,Rural,Basic,43.01,42,Debit Card,4,164.72,No
2584,58,Female,Urban,Basic,34.5,13,Debit Card,8,273.55,Yes
2585,76,Male,Urban,Basic,50.88,1,Debit Card,2,37.99,Yes
2586,20,Male,Urban,Basic,82.64,53,Debit Card,2,351.88,Yes
2587,45,Male,Urban,Standard,51.07,40,Credit Card,1,406.83,Yes
2588,27,Female,Urban,Standard,86.21,46,Credit Card,7,82.5,No
2589,68,Male,Suburban,Basic,98.99,22,Credit Card,6,367.0,No
2590,52,Female,Urban,Basic,16.48,52,Credit Card,1,323.45,No
2591,78,Male,Suburban,Standard,14.09,28,Credit Card,3,206.03,No
2592,46,Male,Urban,Basic,23.46,53,Debit Card,6,83.33,Yes
2593,71,Male,Urban,Premium,44.59,63,Crypto,0,477.48,No
2594,32,Female,Urban,Standard,21.79,17,Credit Card,0,232.54,No
2595,50,Female,Suburban,Basic,88.36,64,Debit Card,7,92.64,Yes
2596,24,Male,Urban,Basic,12.08,6,Debit Card,5,359.36,Yes
2597,29,Female,Suburban,Standard,38.42,14,Credit Card,1,304.34,No
2598,66,Female,Suburban,Basic,26.62,17,Debit Card,9,408.28,Yes
2599,47,Male,Suburban,Basic,93.84,38,Crypto,9,498.05,Yes
2600,38,Female,Urban,Basic,70.25,69,Credit Card,0,23.39,No
2601,48,Male,Urban,Standard,92.08,13,Debit Card,2,369.92,No
2602,75,Female,Urban,Standard,97.51,53,Credit Card,3,494.58,Yes
2603,78,Female,Suburban,Basic,54.74,9,Credit Card,4,269.58,Yes
2604,41,Female,Urban,Standard,31.09,44,Debit Card,9,358.14,No
2605,37,Female,Rural,Standard,27.44,26,PayPal,2,221.11,No
2606,54,Male,Rural,Standard,30.06,19,Debit Card,4,179.03,No
2607,21,Female,Urban,Basic,73.77,48,Credit Card,6,348.53,Yes
2608,45,Male,Urban,Standard,13.64,30,PayPal,8,494.06,Yes
2609,61,Male,Suburban,Premium,14.62,32,Credit Card,4,46.74,No
2610,79,Female,Urban,Basic,64.73,69,Debit Card,3,211.64,Yes
2611,37,Female,Urban,Basic,67.79,11,Credit Card,9,470.37,Yes
2612,77,Female,Rural,Basic,69.87,26,PayPal,8,57.29,Yes
2613,41,Male,Urban,Basic,43.47,26,Debit Card,7,325.82,Yes
2614,67,Female,Rural,Basic,82.54,17,PayPal,4,215.65,No
2615,66,Female,Suburban,Premium,58.03,44,Credit Card,8,189.07,Yes
2616,68,Male,Suburban,Premium,19.49,23,Debit Card,8,105.51,No
2617,49,Male,Urban,Basic,81.74,25,Debit Card,0,88.99,Yes
2618,58,Male,Urban,Standard,95.78,37,Debit Card,5,258.63,Yes
2619,53,Male,Suburban,Standard,15.4,65,Debit Card,4,189.34,No
2620,75,Female,Urban,Standard,45.22,2,Credit Card,5,246.28,Yes
2621,70,Female,Urban,Standard,53.88,32,Credit Card,9,98.77,Yes
2622,51,Female,Urban,Basic,23.18,55,Credit Card,2,175.75,Yes
2623,53,Female,Urban,Standard,88.09,50,PayPal,2,498.21,No
2624,19,Male,Urban,Standard,35.57,65,PayPal,9,184.67,No
2625,32,Female,Suburban,Standard,80.47,32,Credit Card,4,206.94,Yes
2626,51,Male,Urban,Standard,70.39,37,PayPal,6,10.92,Yes
2627,53,Female,Urban,Basic,63.82,13,Credit Card,3,191.03,Yes
2628,23,Male,Suburban,Basic,27.29,54,Credit Card,5,381.93,No
2629,56,Female,Rural,Premium,29.86,3,Credit Card,4,258.28,Yes
2630,59,Male,Urban,Standard,14.26,42,PayPal,1,328.87,Yes
2631,68,Male,Urban,Premium,31.66,40,Debit Card,0,278.72,No
2632,68,Female,Suburban,Basic,41.09,66,Credit Card,5,53.64,Yes
2633,75,Male,Rural,Standard,84.98,60,Debit Card,4,166.74,Yes
2634,71,Female,Suburban,Standard,42.98,11,Credit Card,8,347.42,Yes
2635,78,Male,Suburban,Premium,77.92,1,Credit Card,6,274.42,No
2636,29,Female,Urban,Basic,49.55,26,Credit Card,0,337.81,Yes
2637,20,Male,Suburban,Basic,80.64,42,Credit Card,9,180.73,No
2638,62,Male,Urban,Standard,97.86,62,PayPal,5,97.65,No
2639,35,Male,Suburban,Premium,31.59,61,Debit Card,6,415.08,No
2640,57,Male,Suburban,Premium,87.61,62,Credit Card,2,188.77,No
2641,38,Male,Rural,Premium,65.96,12,Credit Card,8,327.85,Yes
2642,32,Male,Urban,Premium,83.56,27,Credit Card,1,191.24,Yes
2643,50,Male,Urban,Basic,68.64,67,Credit Card,0,463.7,No
2644,52,Male,Suburban,Basic,48.16,28,Debit Card,9,495.98,Yes
2645,43,Female,Suburban,Basic,30.53,66,Credit Card,9,324.82,Yes
2646,25,Female,Suburban,Basic,16.3,28,Debit Card,8,301.47,Yes
2647,53,Male,Urban,Premium,58.2,21,Credit Card,6,420.57,No
2648,65,Female,Urban,Premium,99.13,7,Credit Card,9,258.6,Yes
2649,47,Female,Suburban,Basic,76.42,14,PayPal,0,434.88,Yes
2650,40,Male,Urban,Standard,39.46,39,Credit Card,3,207.06,Yes
2651,59,Female,Rural,Premium,84.45,62,Credit Card,9,16.92,Yes
2652,61,Male,Urban,Standard,79.21,12,Credit Card,2,463.37,Yes
2653,31,Female,Suburban,Basic,35.35,38,Credit Card,6,361.04,Yes
2654,31,Male,Suburban,Standard,11.29,58,Credit Card,4,255.87,No
2655,19,Female,Suburban,Basic,20.63,56,Credit Card,8,472.5,No
2656,72,Female,Urban,Standard,88.96,39,PayPal,2,443.5,No
2657,54,Male,Rural,Standard,85.29,4,Debit Card,5,55.1,No
2658,22,Male,Urban,Basic,36.57,48,Debit Card,9,312.57,No
2659,55,Female,Suburban,Premium,35.67,7,Credit Card,1,269.51,No
2660,62,Male,Urban,Standard,81.36,60,Debit Card,2,388.46,No
2661,58,Female,Urban,Standard,94.4,40,Credit Card,3,151.08,No
2662,79,Female,Urban,Premium,80.12,8,Credit Card,5,5.05,Yes
2663,71,Female,Urban,Basic,64.5,58,Credit Card,0,93.51,No
2664,77,Female,Rural,Basic,31.84,57,Credit Card,5,106.26,No
2665,78,Female,Urban,Premium,57.32,35,Credit Card,3,146.42,No
2666,64,Female,Suburban,Basic,31.02,13,Credit Card,7,185.83,Yes
2667,31,Male,Rural,Standard,82.72,39,Credit Card,8,353.57,Yes
2668,73,Male,Urban,Basic,44.83,21,Credit Card,7,38.05,Yes
2669,56,Male,Suburban,Basic,85.03,47,Credit Card,7,243.79,Yes
2670,42,Female,Urban,Standard,44.34,2,Credit Card,1,249.82,Yes
2671,37,Female,Urban,Basic,84.17,44,Credit Card,9,308.32,No
2672,19,Male,Urban,Standard,40.0,30,Credit Card,1,155.96,Yes
2673,56,Female,Rural,Standard,49.61,55,Credit Card,5,130.63,No
2674,23,Female,Urban,Premium,65.39,40,Credit Card,4,242.46,No
2675,34,Male,Suburban,Standard,16.33,24,Credit Card,5,330.14,Yes
2676,76,Female,Suburban,Basic,95.34,42,Debit Card,8,23.25,No
2677,42,Male,Rural,Premium,61.62,28,Credit Card,9,147.5,Yes
2678,74,Female,Urban,Standard,55.7,51,Credit Card,6,393.87,No
2679,45,Male,Suburban,Standard,85.55,22,Credit Card,4,242.61,No
2680,19,Female,Suburban,Premium,87.92,8,Credit Card,9,475.96,No
2681,52,Female,Suburban,Standard,57.0,14,Credit Card,6,433.9,No
2682,54,Male,Rural,Standard,93.45,45,Crypto,7,172.63,Yes
2683,22,Female,Rural,Standard,15.83,38,PayPal,0,363.41,No
2684,18,Female,Urban,Basic,20.19,32,Credit Card,9,137.88,Yes
2685,57,Male,Urban,Basic,63.71,62,Debit Card,6,88.47,Yes
2686,29,Male,Urban,Standard,41.87,67,Credit Card,3,440.63,Yes
2687,73,Female,Urban,Basic,51.78,61,Credit Card,4,175.77,Yes
2688,53,Male,Urban,Basic,39.53,13,Debit Card,1,102.51,Yes
2689,62,Male,Urban,Basic,46.43,47,Credit Card,9,482.52,No
2690,40,Male,Urban,Standard,84.04,54,Credit Card,4,16.48,No
2691,64,Male,Rural,Basic,63.41,71,Debit Card,8,184.08,Yes
2692,48,Female,Urban,Standard,99.76,52,Debit Card,0,20.17,No
2693,28,Male,Rural,Basic,80.82,25,Crypto,2,252.55,No
2694,27,Male,Urban,Standard,34.63,23,Debit Card,3,201.19,Yes
2695,20,Male,Suburban,Standard,33.79,30,Debit Card,8,360.61,Yes
2696,71,Male,Rural,Standard,40.23,11,Credit Card,1,477.06,No
2697,31,Female,Urban,Basic,85.89,35,Credit Card,6,260.32,No
2698,33,Male,Urban,Premium,12.46,27,Debit Card,8,143.41,Yes
2699,27,Female,Urban,Premium,30.72,67,Crypto,9,436.22,Yes
2700,46,Female,Urban,Premium,91.44,47,Credit Card,3,302.67,Yes
2701,27,Male,Rural,Premium,67.59,50,Crypto,4,277.19,No
2702,29,Female,Rural,Standard,30.42,8,Credit Card,9,95.1,No
2703,47,Male,Urban,Standard,29.72,55,Credit Card,3,21.26,No
2704,58,Female,Urban,Standard,87.64,42,Credit Card,6,231.24,Yes
2705,18,Female,Urban,Standard,90.44,67,Credit Card,7,264.5,No
2706,22,Male,Urban,Premium,33.05,20,Debit Card,7,64.42,No
2707,37,Male,Suburban,Standard,47.85,45,Credit Card,2,30.64,Yes
2708,25,Female,Urban,Premium,85.11,35,PayPal,1,108.82,Yes
2709,60,Male,Suburban,Basic,79.39,20,Debit Card,5,32.49,No
2710,29,Male,Urban,Premium,83.25,24,Credit Card,0,29.01,Yes
2711,18,Male,Urban,Standard,56.66,57,Debit Card,8,222.64,No
2712,74,Male,Suburban,Standard,92.04,55,Credit Card,6,405.31,No
2713,71,Female,Urban,Basic,39.34,9,Debit Card,7,332.33,Yes
2714,37,Male,Rural,Standard,24.1,16,Credit Card,6,340.03,Yes
2715,45,Male,Rural,Premium,73.79,55,Credit Card,4,131.96,Yes
2716,74,Female,Urban,Basic,58.54,58,Debit Card,4,6.54,Yes
2717,60,Male,Urban,Standard,86.91,64,PayPal,6,225.87,Yes
2718,54,Male,Rural,Basic,17.3,49,Debit Card,6,189.18,No
2719,64,Female,Rural,Premium,85.93,29,Debit Card,1,473.67,No
2720,54,Male,Rural,Standard,36.4,7,Debit Card,1,36.94,Yes
2721,29,Female,Urban,Basic,68.94,69,Credit Card,6,388.43,No
2722,54,Female,Rural,Basic,13.61,2,PayPal,4,193.32,Yes
2723,66,Male,Urban,Standard,64.86,33,Credit Card,1,414.98,No
2724,66,Female,Suburban,Basic,74.55,48,Credit Card,0,247.96,No
2725,73,Male,Rural,Standard,43.19,37,Credit Card,8,410.43,Yes
2726,61,Male,Urban,Premium,29.39,30,Credit Card,7,233.96,No
2727,73,Female,Rural,Premium,58.39,41,Credit Card,1,201.53,No
2728,45,Female,Urban,Basic,84.99,4,Credit Card,1,481.89,Yes
2729,64,Male,Rural,Premium,39.12,39,Credit Card,2,185.06,No
2730,32,Female,Urban,Standard,32.72,24,Debit Card,3,402.84,Yes
2731,23,Female,Rural,Basic,35.1,50,Debit Card,8,34.45,Yes
2732,61,Female,Urban,Basic,95.42,37,Debit Card,5,32.26,No
2733,76,Female,Suburban,Basic,42.33,53,Credit Card,2,219.62,Yes
2734,78,Male,Suburban,Premium,10.32,25,Debit Card,7,293.2,Yes
2735,37,Male,Urban,Basic,80.35,31,Credit Card,5,304.66,Yes
2736,67,Female,Urban,Basic,72.93,38,Debit Card,7,19.16,Yes
2737,31,Male,Suburban,Standard,21.57,58,Credit Card,9,348.67,No
2738,19,Female,Urban,Standard,98.64,53,Debit Card,1,65.83,Yes
2739,26,Male,Suburban,Standard,64.73,50,Credit Card,7,477.72,Yes
2740,54,Male,Urban,Standard,55.07,4,Debit Card,4,167.44,Yes
2741,37,Male,Rural,Basic,44.4,52,PayPal,9,131.46,No
2742,43,Female,Urban,Premium,90.88,31,Debit Card,3,146.34,No
2743,46,Male,Urban,Basic,31.96,14,Credit Card,2,468.74,Yes
2744,18,Female,Urban,Standard,35.72,1,Credit Card,8,241.94,Yes
2745,72,Male,Urban,Standard,21.02,43,PayPal,9,217.91,Yes
2746,52,Male,Urban,Basic,78.32,59,Credit Card,6,283.38,Yes
2747,23,Male,Urban,Premium,63.6,61,PayPal,6,465.45,No
2748,54,Female,Rural,Standard,64.82,41,Credit Card,5,154.86,No
2749,70,Male,Suburban,Basic,29.66,18,Crypto,8,91.23,Yes
2750,76,Male,Suburban,Premium,68.61,60,PayPal,2,298.15,Yes
2751,22,Male,Urban,Standard,78.89,69,Debit Card,0,246.35,Yes
2752,50,Male,Suburban,Standard,42.21,59,Credit Card,6,31.92,No
2753,66,Female,Urban,Standard,82.12,42,Credit Card,8,261.45,No
2754,68,Female,Suburban,Premium,41.39,36,PayPal,5,281.65,Yes
2755,31,Male,Urban,Basic,78.23,40,PayPal,9,347.38,No
2756,29,Female,Urban,Basic,13.04,30,Credit Card,1,497.78,Yes
2757,59,Female,Urban,Standard,59.6,11,Credit Card,7,211.37,Yes
2758,37,Male,Rural,Basic,97.26,25,PayPal,8,255.59,Yes
2759,70,Female,Urban,Standard,98.31,45,Debit Card,9,38.43,No
2760,67,Female,Suburban,Basic,35.36,51,PayPal,7,415.96,Yes
2761,41,Male,Urban,Basic,49.73,43,PayPal,8,49.98,Yes
2762,76,Male,Suburban,Basic,15.67,66,PayPal,0,466.98,No
2763,60,Female,Rural,Standard,88.6,47,Credit Card,2,174.9,No
2764,79,Female,Urban,Premium,61.17,24,Credit Card,2,169.45,Yes
2765,51,Male,Urban,Basic,44.66,37,Credit Card,8,164.98,No
2766,42,Male,Rural,Standard,20.15,56,PayPal,2,475.29,Yes
2767,67,Male,Suburban,Basic,95.21,46,Credit Card,9,490.07,No
2768,46,Female,Urban,Standard,57.72,28,Credit Card,0,486.65,Yes
2769,74,Female,Suburban,Basic,35.46,52,Credit Card,2,352.69,Yes
2770,56,Female,Suburban,Standard,41.52,15,Credit Card,1,56.42,Yes
2771,48,Male,Urban,Standard,34.36,45,PayPal,8,193.79,No
2772,73,Female,Rural,Premium,64.16,58,Debit Card,0,145.37,Yes
2773,64,Female,Urban,Basic,93.7,67,Debit Card,1,354.49,Yes
2774,60,Male,Urban,Standard,87.1,41,Credit Card,0,246.83,Yes
2775,67,Male,Suburban,Standard,51.43,65,PayPal,8,308.63,No
2776,40,Female,Urban,Premium,84.38,40,Credit Card,6,5.36,No
2777,61,Female,Urban,Basic,48.08,5,Debit Card,0,391.65,Yes
2778,55,Female,Suburban,Basic,32.71,28,Credit Card,9,476.07,No
2779,37,Female,Rural,Premium,98.51,38,Credit Card,5,335.02,Yes
2780,40,Male,Rural,Basic,37.35,18,Credit Card,4,426.12,Yes
2781,79,Female,Rural,Basic,39.14,37,Debit Card,9,239.65,No
2782,62,Female,Rural,Basic,99.07,27,Debit Card,4,11.08,No
2783,69,Female,Urban,Premium,22.05,25,Credit Card,3,495.24,Yes
2784,33,Female,Urban,Basic,78.45,69,Credit Card,2,30.36,Yes
2785,67,Female,Rural,Premium,94.22,27,PayPal,7,97.19,No
2786,59,Male,Urban,Standard,56.06,54,Credit Card,6,27.17,No
2787,77,Female,Suburban,Basic,10.23,7,Credit Card,4,312.85,Yes
2788,72,Male,Suburban,Standard,43.76,27,Credit Card,8,292.03,No
2789,25,Male,Urban,Basic,20.04,59,PayPal,6,105.63,No
2790,67,Male,Rural,Standard,47.46,31,Credit Card,9,478.37,Yes
2791,38,Male,Suburban,Standard,81.1,68,Crypto,1,456.83,Yes
2792,18,Female,Urban,Standard,49.48,4,Credit Card,6,140.63,Yes
2793,72,Female,Rural,Basic,48.87,18,Credit Card,6,329.77,Yes
2794,25,Female,Urban,Standard,60.11,63,Credit Card,3,427.76,No
2795,46,Female,Urban,Premium,62.35,52,Debit Card,7,180.54,Yes
2796,49,Male,Suburban,Standard,87.07,63,Credit Card,3,127.54,Yes
2797,55,Female,Rural,Premium,37.75,45,Debit Card,6,128.84,No
2798,22,Male,Suburban,Basic,83.95,12,Credit Card,3,410.41,No
2799,64,Male,Suburban,Premium,60.93,8,Credit Card,7,232.07,Yes
2800,39,Female,Suburban,Basic,37.05,22,PayPal,2,357.95,Yes
2801,64,Male,Urban,Basic,36.56,41,Debit Card,1,325.5,Yes
2802,51,Male,Rural,Premium,42.5,41,Credit Card,9,153.81,Yes
2803,18,Female,Rural,Premium,66.04,57,Debit Card,5,104.83,No
2804,72,Female,Urban,Standard,30.77,32,Debit Card,6,63.77,Yes
2805,72,Male,Urban,Basic,92.83,55,Credit Card,6,12.92,Yes
2806,43,Female,Rural,Basic,61.74,6,Credit Card,5,41.55,No
2807,60,Female,Rural,Standard,92.8,39,Credit Card,7,128.87,Yes
2808,27,Female,Rural,Premium,14.18,9,Credit Card,5,357.09,Yes
2809,47,Male,Rural,Basic,40.84,32,Debit Card,5,78.3,No
2810,67,Female,Suburban,Premium,12.05,36,Credit Card,2,262.17,Yes
2811,35,Female,Suburban,Basic,34.5,16,Credit Card,1,123.32,No
2812,34,Female,Suburban,Premium,87.58,12,Credit Card,6,256.39,Yes
2813,43,Female,Urban,Premium,13.29,41,Crypto,5,375.26,No
2814,25,Male,Suburban,Standard,49.25,67,Debit Card,0,133.72,No
2815,64,Male,Suburban,Basic,20.58,58,Credit Card,1,174.6,No
